TargetID	NA20828
ENSG00000162714.7_247460714_247464578	1257.08006411391
ENSG00000162714.7_247471777_247471890	40.0752738479804
ENSG00000162714.7_247473001_247473108	53.0586486574909
ENSG00000162714.7_247473626_247473758	65.1873420586131
ENSG00000162714.7_247486000_247486107	2.67600364489851
ENSG00000162714.7_247486456_247486532	29.6236268570095
ENSG00000162714.7_247491985_247492168	62.197237786762
ENSG00000162714.7_247492491_247492917	89.0077431757244
ENSG00000162714.7_247493268_247493383	28.1658997236058
ENSG00000162714.7_247494734_247495045	34.4453086501894
ENSG00000162729.8_160061130_160061421	141.573657254911
ENSG00000162729.8_160061598_160061728	96.0207065770601
ENSG00000162729.8_160062072_160062485	117.948481369827
ENSG00000162729.8_160062714_160063121	87.0962446465481
ENSG00000162729.8_160063500_160063961	153.934844611952
ENSG00000162729.8_160064659_160065036	123.026154376553
ENSG00000162729.8_160068199_160068479	20.2658469044561
ENSG00000162733.10_162601163_162601237	1.06734517566465
ENSG00000162733.10_162625001_162625164	3.09885909650466
ENSG00000162733.10_162688827_162688935	3.3207875399138
ENSG00000162733.10_162722885_162722987	2.94109763036629
ENSG00000162733.10_162724414_162724645	5.95922643225638
ENSG00000162733.10_162724946_162725093	4.02013197861553
ENSG00000162733.10_162725454_162725559	2.16615729117677
ENSG00000162733.10_162729586_162729769	6.5101032072709
ENSG00000162733.10_162731001_162731244	9.33564751988358
ENSG00000162733.10_162735791_162735853	2.48687294325952
ENSG00000162733.10_162737019_162737149	4.21969490996904
ENSG00000162733.10_162740092_162740526	6.92409467604346
ENSG00000162733.10_162741814_162742225	10.8634457480527
ENSG00000162733.10_162743259_162743386	3.9921525794762
ENSG00000162733.10_162745442_162745633	7.33492436974094
ENSG00000162733.10_162745926_162746160	14.6506083906989
ENSG00000162733.10_162748370_162748519	8.45958241896449
ENSG00000162733.10_162749902_162750237	9.76133718005781
ENSG00000162734.8_160175127_160175312	181.333358536625
ENSG00000162734.8_160176923_160177027	15.993493295988
ENSG00000162734.8_160178254_160178455	24.8278917535241
ENSG00000162734.8_160181333_160181506	704.360428371812
ENSG00000162734.8_160182900_160183055	880.603682140289
ENSG00000162734.8_160183212_160185166	7082.05338178461
ENSG00000162735.12_160246602_160249635	2128.33956267326
ENSG00000162735.12_160249860_160250036	195.589934807626
ENSG00000162735.12_160251829_160251990	167.622134967036
ENSG00000162735.12_160252207_160252292	118.81045205064
ENSG00000162735.12_160252734_160252899	162.73786403637
ENSG00000162735.12_160253320_160253429	116.760448311554
ENSG00000162735.12_160254845_160254936	41.2870142547967
ENSG00000162736.10_160313062_160313271	27.5833043866425
ENSG00000162736.10_160313494_160313592	0.63808558531914
ENSG00000162736.10_160314512_160314616	66.1459631659833
ENSG00000162736.10_160318789_160318912	99.3484523899008
ENSG00000162736.10_160319276_160319460	88.5964666420999
ENSG00000162736.10_160319895_160320040	109.303577045355
ENSG00000162736.10_160321012_160321162	127.74092829603
ENSG00000162736.10_160321486_160321595	91.2654282578067
ENSG00000162736.10_160321844_160321996	143.2888953674
ENSG00000162736.10_160322677_160322781	112.948295814332
ENSG00000162736.10_160322950_160323027	77.2412111813778
ENSG00000162736.10_160323908_160324080	185.209483053
ENSG00000162736.10_160325445_160325547	108.869187411396
ENSG00000162736.10_160325653_160325748	105.824524698632
ENSG00000162736.10_160326050_160326137	106.962893880941
ENSG00000162736.10_160326390_160326544	219.377714419117
ENSG00000162736.10_160326831_160327043	328.663376165619
ENSG00000162736.10_160327939_160328742	1060.94546774768
ENSG00000162738.5_160385438_160385698	2.10680159481759
ENSG00000162738.5_160385852_160385972	1.00666539345706
ENSG00000162738.5_160388792_160389399	6.30578553734082
ENSG00000162738.5_160390201_160390337	1.24105698765575
ENSG00000162738.5_160390842_160390977	1.10947615906924
ENSG00000162738.5_160393842_160394073	3.99784896023684
ENSG00000162738.5_160394908_160398468	106.479135584681
ENSG00000162739.9_160454820_160456544	2592.45655720794
ENSG00000162739.9_160456894_160456965	107.305025605187
ENSG00000162739.9_160458878_160458960	117.630887152995
ENSG00000162739.9_160459988_160460026	59.3703567594165
ENSG00000162739.9_160460365_160460475	99.332380335594
ENSG00000162739.9_160460915_160461178	300.549666840832
ENSG00000162739.9_160465851_160466183	382.450053828287
ENSG00000162739.9_160492934_160493052	59.1022491547911
ENSG00000162746.10_161693157_161693411	0.443591053302159
ENSG00000162746.10_161695611_161695877	19.2334552059019
ENSG00000162746.10_161696493_161696783	24.8156487700828
ENSG00000162746.10_161697037_161697933	122.871665147609
ENSG00000162755.9_161068184_161068852	14.2470518244979
ENSG00000162755.9_161069136_161069295	7.80016917642652
ENSG00000162755.9_161069369_161069586	17.2839387170886
ENSG00000162755.9_161069851_161070136	16.10970525261
ENSG00000162757.3_209955661_209957054	175.247753014365
ENSG00000162757.3_209957723_209957904	14.3658096987403
ENSG00000162769.7_213031597_213032532	129.445793131293
ENSG00000162769.7_213037067_213037211	38.167738409659
ENSG00000162769.7_213046020_213046160	28.0911547609697
ENSG00000162769.7_213056713_213056780	11.3853055023036
ENSG00000162769.7_213058635_213058738	27.641525736829
ENSG00000162769.7_213061233_213061343	37.2076756396751
ENSG00000162769.7_213061831_213061936	46.7172523362767
ENSG00000162769.7_213062488_213062599	49.4088620558931
ENSG00000162769.7_213068328_213068395	34.202528978102
ENSG00000162769.7_213068558_213072705	1049.82508273989
ENSG00000162772.12_212782012_212782272	22.6804501890719
ENSG00000162772.12_212788360_212788603	200.06528084823
ENSG00000162772.12_212791469_212791576	140.51734418573
ENSG00000162772.12_212792388_212794119	1609.78039245267
ENSG00000162775.9_110881128_110884890	999.303573770907
ENSG00000162775.9_110888161_110888271	77.8588546693238
ENSG00000162775.9_110888930_110889299	412.541295392678
ENSG00000162777.12_111729796_111730303	1450.80155805228
ENSG00000162777.12_111730753_111730992	730.164478980032
ENSG00000162777.12_111731324_111731408	228.140873404722
ENSG00000162777.12_111731834_111731875	130.782475578398
ENSG00000162777.12_111734762_111734939	371.830433677847
ENSG00000162777.12_111737200_111737348	303.780772773586
ENSG00000162777.12_111738538_111738678	287.279189676455
ENSG00000162777.12_111739798_111739875	106.03216148894
ENSG00000162777.12_111740542_111740611	92.0656598718382
ENSG00000162777.12_111741252_111741364	159.300070415771
ENSG00000162777.12_111742245_111742420	194.545825440325
ENSG00000162777.12_111743015_111743311	123.043159053317
ENSG00000162777.12_111746918_111747031	29.6617442377239
ENSG00000162783.7_181057638_181059977	5356.65408719725
ENSG00000162804.9_241976637_241976770	1.17690474423351
ENSG00000162804.9_241979492_241979605	1.23969620747032
ENSG00000162804.9_241979717_241979830	1.73965786379118
ENSG00000162804.9_241987732_241987857	1.75996707558559
ENSG00000162804.9_241988079_241988183	1.40665807850913
ENSG00000162804.9_241988439_241988552	1.79000557107375
ENSG00000162804.9_241989234_241989458	2.14900538489235
ENSG00000162804.9_241991458_241991574	1.66754943719735
ENSG00000162804.9_241991772_241991885	1.44662331804616
ENSG00000162804.9_242012681_242013401	11.787827739285
ENSG00000162804.9_242026807_242026890	10.8123337790931
ENSG00000162804.9_242027780_242027817	4.14360311129497
ENSG00000162804.9_242031053_242034983	220.235279317277
ENSG00000162813.12_220230824_220232334	924.306272359979
ENSG00000162813.12_220233028_220233133	114.356926235108
ENSG00000162813.12_220236099_220236296	250.319104224501
ENSG00000162813.12_220239415_220239459	3.7663747011904
